"","age_level","Sex","Year","Outcome_value1","outcome_type","outcome_label1","domain","date_resolution","update_frequency","source","url","geo_strata","age_strata","race_strata","race_level","additional_strata1","additional_strata_level","sex_strata","sex_level"
"717","85+","Males",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"718","85+","Females",2010,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"719","85+","Males",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"720","85+","Females",2009,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"721","85+","Males",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"722","85+","Females",2008,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"723","85+","Males",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"724","85+","Females",2007,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"725","85+","Males",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"726","85+","Females",2006,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"727","85+","Males",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"728","85+","Females",2005,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"729","85+","Males",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"730","85+","Females",2004,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"731","85+","Males",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"732","85+","Females",2003,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"733","85+","Males",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"734","85+","Females",2002,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"735","85+","Males",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Males","none",NA
"736","85+","Females",2001,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex","Females","none",NA
"737","Total",NA,NA,163.74,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"738",NA,NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"739","Injury Outcome: Nonfatal All Injuries",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"740","Data Years: 2001 to 2023",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"741","Geography: United States",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"742","Disposition: All Cases",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"743","Intent: Self-Harm",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"744","Mechanism: All Causes",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"745","Age: 10 to 14 through 85+",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"746","Sex: Males, Females",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"747","Race: All Races",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"748","Ethnicity: All Ethnicities",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"749","Year and Race Options: 2018 - 2021 by Single Race",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"750","Notation: indicates suppressed value (based on <20 unweighted count, <1,200 weighted count, or coefficient of variation of the estimate >30%);",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"751","--* indicates secondary suppression.",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"752","ᵅ CDC does not recommend using NEISS-AIP data for nonfatal firearm injury prevalence estimates at this time. Firearm injuries have distinct geographic patterns, and estimates can be imprecise or change over time when based on a small number of facilities. CDC is working with CPSC to update and expand the NEISS hospital sample (Go to “About Nonfatal Injury Data” to learn more).",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"753","Rows showing totals and sub-totals will not be available when only one row in the results table is suppressed.",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"754","Data sources:",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"755","National Center for Health Statistics-CDC annual mortality data files for WISQARS Fatal data.",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"756","National Electronic Injury Surveillance System-All Injury Program for WISQARS Nonfatal data , an estimated number of hospital visits for injury care that start in an emergency department based on a U.S. nationally representative probability sample of hospitals.",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
"757","Produced by: National Center for Injury Prevention and Control, CDC.",NA,NA,NA,"Self harm","Self-harm","Injury and overdose","year","yearly","WISQARS (CDC)","https://wisqars.cdc.gov/","none","Age.Group","none",NA,"Sex",NA,"none",NA
