week_end,geography,pathogen,demographics_type,demographics_values,percent_visits
9/7/2024,United States,COVID-19,Race/Ethnicity,"White, NH",2.2
9/7/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.2
9/7/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",2.1
9/7/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",2
9/7/2024,United States,Combined,Sex,Male,2.1
9/7/2024,United States,Combined,Sex,Invalid,0
9/7/2024,United States,Combined,Sex,Other,1.9
9/7/2024,United States,Combined,Sex,Female,2.5
9/7/2024,United States,Combined,Age Group,18-64 years,1.8
9/7/2024,United States,Combined,Age Group,65+ years,3.1
9/7/2024,United States,Combined,Age Group,5-17 years,1.9
9/7/2024,United States,Combined,Age Group,0-4 years,4.4
9/7/2024,United States,Combined,Race/Ethnicity,Hispanic,2.2
9/7/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2
9/7/2024,United States,Combined,Race/Ethnicity,"White, NH",2.4
9/7/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",2.5
9/7/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.4
9/7/2024,United States,Combined,Race/Ethnicity,"Black, NH",2.3
9/7/2024,United States,Influenza,Sex,Male,0.2
9/7/2024,United States,Influenza,Sex,Invalid,0
9/7/2024,United States,Influenza,Sex,Other,0
9/7/2024,United States,Influenza,Sex,Female,0.2
9/7/2024,United States,Influenza,Age Group,18-64 years,0.1
9/7/2024,United States,Influenza,Age Group,65+ years,0.1
9/7/2024,United States,Influenza,Age Group,5-17 years,0.4
9/7/2024,United States,Influenza,Age Group,0-4 years,0.4
9/7/2024,United States,Influenza,Race/Ethnicity,Hispanic,0.2
9/7/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
9/7/2024,United States,Influenza,Race/Ethnicity,"White, NH",0.1
9/7/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
9/7/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
9/7/2024,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
9/7/2024,United States,RSV,Sex,Male,0
9/7/2024,United States,RSV,Sex,Invalid,0
9/7/2024,United States,RSV,Sex,Other,0
9/7/2024,United States,RSV,Sex,Female,0
9/7/2024,United States,RSV,Age Group,18-64 years,0
9/7/2024,United States,RSV,Age Group,65+ years,0
9/7/2024,United States,RSV,Age Group,5-17 years,0
9/7/2024,United States,RSV,Age Group,0-4 years,0.3
9/7/2024,United States,RSV,Race/Ethnicity,Hispanic,0
9/7/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
9/7/2024,United States,RSV,Race/Ethnicity,"White, NH",0
9/7/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
9/7/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
9/7/2024,United States,RSV,Race/Ethnicity,"Black, NH",0
11/9/2024,United States,COVID-19,Sex,Male,0.5
11/9/2024,United States,COVID-19,Sex,Invalid,0
11/9/2024,United States,COVID-19,Sex,Other,0
11/9/2024,United States,COVID-19,Sex,Female,0.5
11/9/2024,United States,COVID-19,Age Group,18-64 years,0.4
11/9/2024,United States,COVID-19,Age Group,65+ years,0.9
11/9/2024,United States,COVID-19,Age Group,5-17 years,0.2
11/9/2024,United States,COVID-19,Age Group,0-4 years,0.7
11/9/2024,United States,COVID-19,Race/Ethnicity,Hispanic,0.4
11/9/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.4
11/9/2024,United States,COVID-19,Race/Ethnicity,"White, NH",0.6
11/9/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.5
11/9/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.8
11/9/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",0.4
11/9/2024,United States,Combined,Sex,Male,1.2
11/9/2024,United States,Combined,Sex,Invalid,0
11/9/2024,United States,Combined,Sex,Other,0
11/9/2024,United States,Combined,Sex,Female,1.2
11/9/2024,United States,Combined,Age Group,18-64 years,0.7
11/9/2024,United States,Combined,Age Group,65+ years,1.1
11/9/2024,United States,Combined,Age Group,5-17 years,1.5
11/9/2024,United States,Combined,Age Group,0-4 years,4.8
11/9/2024,United States,Combined,Race/Ethnicity,Hispanic,1.5
11/9/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1
11/9/2024,United States,Combined,Race/Ethnicity,"White, NH",1.1
11/9/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.3
11/9/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.4
11/9/2024,United States,Combined,Race/Ethnicity,"Black, NH",1.3
11/9/2024,United States,Influenza,Sex,Male,0.4
11/9/2024,United States,Influenza,Sex,Invalid,0
11/9/2024,United States,Influenza,Sex,Other,0
11/9/2024,United States,Influenza,Sex,Female,0.4
11/9/2024,United States,Influenza,Age Group,18-64 years,0.3
11/9/2024,United States,Influenza,Age Group,65+ years,0.2
11/9/2024,United States,Influenza,Age Group,5-17 years,1.1
11/9/2024,United States,Influenza,Age Group,0-4 years,1
11/9/2024,United States,Influenza,Race/Ethnicity,Hispanic,0.7
11/9/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.4
11/9/2024,United States,Influenza,Race/Ethnicity,"White, NH",0.3
11/9/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.5
11/9/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.5
11/9/2024,United States,Influenza,Race/Ethnicity,"Black, NH",0.6
11/9/2024,United States,RSV,Sex,Male,0.3
11/9/2024,United States,RSV,Sex,Invalid,0
11/9/2024,United States,RSV,Sex,Other,0
11/9/2024,United States,RSV,Sex,Female,0.2
11/9/2024,United States,RSV,Age Group,18-64 years,0
11/9/2024,United States,RSV,Age Group,65+ years,0
11/9/2024,United States,RSV,Age Group,5-17 years,0.2
11/9/2024,United States,RSV,Age Group,0-4 years,3
11/9/2024,United States,RSV,Race/Ethnicity,Hispanic,0.5
11/9/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.3
11/9/2024,United States,RSV,Race/Ethnicity,"White, NH",0.2
11/9/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.2
11/9/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.1
11/9/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.4
9/21/2024,United States,COVID-19,Sex,Male,1.3
9/21/2024,United States,COVID-19,Sex,Invalid,0
9/21/2024,United States,COVID-19,Sex,Other,0
9/21/2024,United States,COVID-19,Sex,Female,1.5
9/21/2024,United States,COVID-19,Age Group,18-64 years,1.1
9/21/2024,United States,COVID-19,Age Group,65+ years,2.4
9/21/2024,United States,COVID-19,Age Group,5-17 years,0.8
9/21/2024,United States,COVID-19,Age Group,0-4 years,2.2
9/21/2024,United States,COVID-19,Race/Ethnicity,Hispanic,1.1
9/21/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.2
9/21/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.7
9/21/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",1.5
9/21/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.5
9/21/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",1.2
9/21/2024,United States,Combined,Sex,Male,1.6
9/21/2024,United States,Combined,Sex,Invalid,0
9/21/2024,United States,Combined,Sex,Other,0
9/21/2024,United States,Combined,Sex,Female,1.7
9/21/2024,United States,Combined,Age Group,18-64 years,1.3
9/21/2024,United States,Combined,Age Group,65+ years,2.5
9/21/2024,United States,Combined,Age Group,5-17 years,1.2
9/21/2024,United States,Combined,Age Group,0-4 years,3.1
9/21/2024,United States,Combined,Race/Ethnicity,Hispanic,1.4
9/21/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",1.4
9/21/2024,United States,Combined,Race/Ethnicity,"White, NH",1.8
9/21/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.8
9/21/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",1.8
9/21/2024,United States,Combined,Race/Ethnicity,"Black, NH",1.5
9/21/2024,United States,Influenza,Sex,Male,0.2
9/21/2024,United States,Influenza,Sex,Invalid,0
9/21/2024,United States,Influenza,Sex,Other,0
9/21/2024,United States,Influenza,Sex,Female,0.2
9/21/2024,United States,Influenza,Age Group,18-64 years,0.2
9/21/2024,United States,Influenza,Age Group,65+ years,0.1
9/21/2024,United States,Influenza,Age Group,5-17 years,0.4
9/21/2024,United States,Influenza,Age Group,0-4 years,0.5
9/21/2024,United States,Influenza,Race/Ethnicity,Hispanic,0.3
9/21/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.2
9/21/2024,United States,Influenza,Race/Ethnicity,"White, NH",0.1
9/21/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
9/21/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.3
9/21/2024,United States,Influenza,Race/Ethnicity,"Black, NH",0.3
9/21/2024,United States,RSV,Sex,Male,0
9/21/2024,United States,RSV,Sex,Invalid,0
9/21/2024,United States,RSV,Sex,Other,0
9/21/2024,United States,RSV,Sex,Female,0
9/21/2024,United States,RSV,Age Group,18-64 years,0
9/21/2024,United States,RSV,Age Group,65+ years,0
9/21/2024,United States,RSV,Age Group,5-17 years,0
9/21/2024,United States,RSV,Age Group,0-4 years,0.5
9/21/2024,United States,RSV,Race/Ethnicity,Hispanic,0.1
9/21/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
9/21/2024,United States,RSV,Race/Ethnicity,"White, NH",0
9/21/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.1
9/21/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
9/21/2024,United States,RSV,Race/Ethnicity,"Black, NH",0
5/27/2023,United States,COVID-19,Sex,Male,0.5
5/27/2023,United States,COVID-19,Sex,Invalid,0
5/27/2023,United States,COVID-19,Sex,Other,0
5/27/2023,United States,COVID-19,Sex,Female,0.6
5/27/2023,United States,COVID-19,Age Group,18-64 years,0.4
5/27/2023,United States,COVID-19,Age Group,65+ years,1
5/27/2023,United States,COVID-19,Age Group,5-17 years,0.2
5/27/2023,United States,COVID-19,Age Group,0-4 years,0.7
5/27/2023,United States,COVID-19,Race/Ethnicity,Hispanic,0.6
5/27/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",0.5
5/27/2023,United States,COVID-19,Race/Ethnicity,"White, NH",0.6
5/27/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",0.9
5/27/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",0.6
5/27/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",0.5
5/27/2023,United States,Combined,Sex,Male,0.8
5/27/2023,United States,Combined,Sex,Invalid,0
5/27/2023,United States,Combined,Sex,Other,0
5/27/2023,United States,Combined,Sex,Female,0.9
5/27/2023,United States,Combined,Age Group,18-64 years,0.6
5/27/2023,United States,Combined,Age Group,65+ years,1.1
5/27/2023,United States,Combined,Age Group,5-17 years,1
5/27/2023,United States,Combined,Age Group,0-4 years,1.6
5/27/2023,United States,Combined,Race/Ethnicity,Hispanic,1.1
5/27/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",0.7
5/27/2023,United States,Combined,Race/Ethnicity,"White, NH",0.8
5/27/2023,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",1.2
5/27/2023,United States,Combined,Race/Ethnicity,"AI/AN, NH",0.9
5/27/2023,United States,Combined,Race/Ethnicity,"Black, NH",0.9
5/27/2023,United States,Influenza,Sex,Male,0.3
5/27/2023,United States,Influenza,Sex,Invalid,0
5/27/2023,United States,Influenza,Sex,Other,0
5/27/2023,United States,Influenza,Sex,Female,0.3
5/27/2023,United States,Influenza,Age Group,18-64 years,0.2
5/27/2023,United States,Influenza,Age Group,65+ years,0.1
5/27/2023,United States,Influenza,Age Group,5-17 years,0.8
5/27/2023,United States,Influenza,Age Group,0-4 years,0.7
5/27/2023,United States,Influenza,Race/Ethnicity,Hispanic,0.5
5/27/2023,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",0.3
5/27/2023,United States,Influenza,Race/Ethnicity,"White, NH",0.2
5/27/2023,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.3
5/27/2023,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.2
5/27/2023,United States,Influenza,Race/Ethnicity,"Black, NH",0.4
5/27/2023,United States,RSV,Sex,Male,0
5/27/2023,United States,RSV,Sex,Invalid,0
5/27/2023,United States,RSV,Sex,Other,0
5/27/2023,United States,RSV,Sex,Female,0
5/27/2023,United States,RSV,Age Group,18-64 years,0
5/27/2023,United States,RSV,Age Group,65+ years,0
5/27/2023,United States,RSV,Age Group,5-17 years,0
5/27/2023,United States,RSV,Age Group,0-4 years,0.3
5/27/2023,United States,RSV,Race/Ethnicity,Hispanic,0
5/27/2023,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0
5/27/2023,United States,RSV,Race/Ethnicity,"White, NH",0
5/27/2023,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0
5/27/2023,United States,RSV,Race/Ethnicity,"AI/AN, NH",0
5/27/2023,United States,RSV,Race/Ethnicity,"Black, NH",0
10/15/2022,United States,COVID-19,Sex,Male,1.6
10/15/2022,United States,COVID-19,Sex,Invalid,0
10/15/2022,United States,COVID-19,Sex,Other,0
10/15/2022,United States,COVID-19,Sex,Female,1.7
10/15/2022,United States,COVID-19,Age Group,18-64 years,1.4
10/15/2022,United States,COVID-19,Age Group,65+ years,2.9
10/15/2022,United States,COVID-19,Age Group,5-17 years,0.7
10/15/2022,United States,COVID-19,Age Group,0-4 years,1.3
10/15/2022,United States,COVID-19,Race/Ethnicity,Hispanic,1.2
10/15/2022,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.3
10/15/2022,United States,COVID-19,Race/Ethnicity,"White, NH",2
10/15/2022,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.1
10/15/2022,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.7
10/15/2022,United States,COVID-19,Race/Ethnicity,"Black, NH",1.2
10/15/2022,United States,Combined,Sex,Male,3.3
10/15/2022,United States,Combined,Sex,Invalid,0.2
10/15/2022,United States,Combined,Sex,Other,0
10/15/2022,United States,Combined,Sex,Female,3.2
10/15/2022,United States,Combined,Age Group,18-64 years,1.9
10/15/2022,United States,Combined,Age Group,65+ years,3.2
10/15/2022,United States,Combined,Age Group,5-17 years,4.4
10/15/2022,United States,Combined,Age Group,0-4 years,9.7
10/15/2022,United States,Combined,Race/Ethnicity,Hispanic,3.6
10/15/2022,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",3.2
10/15/2022,United States,Combined,Race/Ethnicity,"White, NH",3.1
10/15/2022,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",3.9
10/15/2022,United States,Combined,Race/Ethnicity,"AI/AN, NH",2.6
10/15/2022,United States,Combined,Race/Ethnicity,"Black, NH",3.2
10/15/2022,United States,Influenza,Sex,Male,0.9
10/15/2022,United States,Influenza,Sex,Invalid,0.2
10/15/2022,United States,Influenza,Sex,Other,0
10/15/2022,United States,Influenza,Sex,Female,0.9
10/15/2022,United States,Influenza,Age Group,18-64 years,0.5
10/15/2022,United States,Influenza,Age Group,65+ years,0.2
10/15/2022,United States,Influenza,Age Group,5-17 years,3.2
10/15/2022,United States,Influenza,Age Group,0-4 years,1.9
10/15/2022,United States,Influenza,Race/Ethnicity,Hispanic,1.4
10/15/2022,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",1.1
10/15/2022,United States,Influenza,Race/Ethnicity,"White, NH",0.5
10/15/2022,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",0.9
10/15/2022,United States,Influenza,Race/Ethnicity,"AI/AN, NH",0.4
10/15/2022,United States,Influenza,Race/Ethnicity,"Black, NH",1.4
10/15/2022,United States,RSV,Sex,Male,0.8
10/15/2022,United States,RSV,Sex,Invalid,0
10/15/2022,United States,RSV,Sex,Other,0
10/15/2022,United States,RSV,Sex,Female,0.6
10/15/2022,United States,RSV,Age Group,18-64 years,0.1
10/15/2022,United States,RSV,Age Group,65+ years,0.1
10/15/2022,United States,RSV,Age Group,5-17 years,0.6
10/15/2022,United States,RSV,Age Group,0-4 years,6.6
10/15/2022,United States,RSV,Race/Ethnicity,Hispanic,1.1
10/15/2022,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.8
10/15/2022,United States,RSV,Race/Ethnicity,"White, NH",0.6
10/15/2022,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",1
10/15/2022,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.6
10/15/2022,United States,RSV,Race/Ethnicity,"Black, NH",0.7
2/10/2024,United States,COVID-19,Sex,Male,1.8
2/10/2024,United States,COVID-19,Sex,Invalid,0.2
2/10/2024,United States,COVID-19,Sex,Other,0
2/10/2024,United States,COVID-19,Sex,Female,2.1
2/10/2024,United States,COVID-19,Age Group,18-64 years,1.6
2/10/2024,United States,COVID-19,Age Group,65+ years,2.6
2/10/2024,United States,COVID-19,Age Group,5-17 years,1.5
2/10/2024,United States,COVID-19,Age Group,0-4 years,3.2
2/10/2024,United States,COVID-19,Race/Ethnicity,Hispanic,2
2/10/2024,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",1.6
2/10/2024,United States,COVID-19,Race/Ethnicity,"White, NH",1.9
2/10/2024,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2
2/10/2024,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.9
2/10/2024,United States,COVID-19,Race/Ethnicity,"Black, NH",2.1
2/10/2024,United States,Combined,Sex,Male,5.3
2/10/2024,United States,Combined,Sex,Invalid,0.3
2/10/2024,United States,Combined,Sex,Other,0
2/10/2024,United States,Combined,Sex,Female,5.4
2/10/2024,United States,Combined,Age Group,18-64 years,4.1
2/10/2024,United States,Combined,Age Group,65+ years,4.2
2/10/2024,United States,Combined,Age Group,5-17 years,9.9
2/10/2024,United States,Combined,Age Group,0-4 years,11.9
2/10/2024,United States,Combined,Race/Ethnicity,Hispanic,6.5
2/10/2024,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",4.8
2/10/2024,United States,Combined,Race/Ethnicity,"White, NH",4.9
2/10/2024,United States,Combined,Race/Ethnicity,"Asian/NHOPI, NH",5.3
2/10/2024,United States,Combined,Race/Ethnicity,"AI/AN, NH",5.5
2/10/2024,United States,Combined,Race/Ethnicity,"Black, NH",5.9
2/10/2024,United States,Influenza,Sex,Male,3.2
2/10/2024,United States,Influenza,Sex,Invalid,0.1
2/10/2024,United States,Influenza,Sex,Other,0
2/10/2024,United States,Influenza,Sex,Female,3.2
2/10/2024,United States,Influenza,Age Group,18-64 years,2.4
2/10/2024,United States,Influenza,Age Group,65+ years,1.4
2/10/2024,United States,Influenza,Age Group,5-17 years,8.4
2/10/2024,United States,Influenza,Age Group,0-4 years,6.6
2/10/2024,United States,Influenza,Race/Ethnicity,Hispanic,4.2
2/10/2024,United States,Influenza,Race/Ethnicity,"Multiple/Other, NH",3
2/10/2024,United States,Influenza,Race/Ethnicity,"White, NH",2.7
2/10/2024,United States,Influenza,Race/Ethnicity,"Asian/NHOPI, NH",3.2
2/10/2024,United States,Influenza,Race/Ethnicity,"AI/AN, NH",3.1
2/10/2024,United States,Influenza,Race/Ethnicity,"Black, NH",3.7
2/10/2024,United States,RSV,Sex,Male,0.3
2/10/2024,United States,RSV,Sex,Invalid,0
2/10/2024,United States,RSV,Sex,Other,0
2/10/2024,United States,RSV,Sex,Female,0.3
2/10/2024,United States,RSV,Age Group,18-64 years,0.1
2/10/2024,United States,RSV,Age Group,65+ years,0.2
2/10/2024,United States,RSV,Age Group,5-17 years,0.2
2/10/2024,United States,RSV,Age Group,0-4 years,2.3
2/10/2024,United States,RSV,Race/Ethnicity,Hispanic,0.3
2/10/2024,United States,RSV,Race/Ethnicity,"Multiple/Other, NH",0.3
2/10/2024,United States,RSV,Race/Ethnicity,"White, NH",0.3
2/10/2024,United States,RSV,Race/Ethnicity,"Asian/NHOPI, NH",0.3
2/10/2024,United States,RSV,Race/Ethnicity,"AI/AN, NH",0.7
2/10/2024,United States,RSV,Race/Ethnicity,"Black, NH",0.2
1/21/2023,United States,COVID-19,Sex,Male,2.2
1/21/2023,United States,COVID-19,Sex,Invalid,0.1
1/21/2023,United States,COVID-19,Sex,Other,0
1/21/2023,United States,COVID-19,Sex,Female,2.4
1/21/2023,United States,COVID-19,Age Group,18-64 years,1.9
1/21/2023,United States,COVID-19,Age Group,65+ years,3.4
1/21/2023,United States,COVID-19,Age Group,5-17 years,1.4
1/21/2023,United States,COVID-19,Age Group,0-4 years,3.2
1/21/2023,United States,COVID-19,Race/Ethnicity,Hispanic,2.3
1/21/2023,United States,COVID-19,Race/Ethnicity,"Multiple/Other, NH",2
1/21/2023,United States,COVID-19,Race/Ethnicity,"White, NH",2.3
1/21/2023,United States,COVID-19,Race/Ethnicity,"Asian/NHOPI, NH",2.7
1/21/2023,United States,COVID-19,Race/Ethnicity,"AI/AN, NH",1.9
1/21/2023,United States,COVID-19,Race/Ethnicity,"Black, NH",2.4
1/21/2023,United States,Combined,Sex,Male,3.1
1/21/2023,United States,Combined,Sex,Invalid,0.2
1/21/2023,United States,Combined,Sex,Other,0
1/21/2023,United States,Combined,Sex,Female,3.2
1/21/2023,United States,Combined,Age Group,18-64 years,2.5
1/21/2023,United States,Combined,Age Group,65+ years,4
1/21/2023,United States,Combined,Age Group,5-17 years,2.9
1/21/2023,United States,Combined,Age Group,0-4 years,6.5
1/21/2023,United States,Combined,Race/Ethnicity,Hispanic,3.4
1/21/2023,United States,Combined,Race/Ethnicity,"Multiple/Other, NH",2.8
