"Notes"	"States"	"States Code"	"Single-Year Ages"	"Single-Year Ages Code"	Population
	"New Mexico"	"35"	"58 years"	"58"	25121
	"New Mexico"	"35"	"59 years"	"59"	26066
	"New Mexico"	"35"	"60 years"	"60"	26801
	"New Mexico"	"35"	"61 years"	"61"	27936
	"New Mexico"	"35"	"62 years"	"62"	27982
	"New Mexico"	"35"	"63 years"	"63"	27712
	"New Mexico"	"35"	"64 years"	"64"	26889
	"New Mexico"	"35"	"65 years"	"65"	26983
	"New Mexico"	"35"	"66 years"	"66"	27062
	"New Mexico"	"35"	"67 years"	"67"	26187
	"New Mexico"	"35"	"68 years"	"68"	25722
	"New Mexico"	"35"	"69 years"	"69"	25214
	"New Mexico"	"35"	"70 years"	"70"	24556
	"New Mexico"	"35"	"71 years"	"71"	23799
	"New Mexico"	"35"	"72 years"	"72"	22746
	"New Mexico"	"35"	"73 years"	"73"	21956
	"New Mexico"	"35"	"74 years"	"74"	21289
	"New Mexico"	"35"	"75 years"	"75"	20503
	"New Mexico"	"35"	"76 years"	"76"	20942
	"New Mexico"	"35"	"77 years"	"77"	14960
	"New Mexico"	"35"	"78 years"	"78"	14161
	"New Mexico"	"35"	"79 years"	"79"	13216
	"New Mexico"	"35"	"80 years"	"80"	12787
	"New Mexico"	"35"	"81 years"	"81"	10750
	"New Mexico"	"35"	"82 years"	"82"	9496
	"New Mexico"	"35"	"83 years"	"83"	8440
	"New Mexico"	"35"	"84 years"	"84"	7642
	"New Mexico"	"35"	"85+ years"	"85+"	40140
"Total"	"New Mexico"	"35"			2114371
	"New York"	"36"	"< 1 year"	"0"	209673
	"New York"	"36"	"1 year"	"1"	208015
	"New York"	"36"	"2 years"	"2"	198250
	"New York"	"36"	"3 years"	"3"	209648
	"New York"	"36"	"4 years"	"4"	213230
	"New York"	"36"	"5 years"	"5"	216890
	"New York"	"36"	"6 years"	"6"	218390
	"New York"	"36"	"7 years"	"7"	221231
	"New York"	"36"	"8 years"	"8"	222573
	"New York"	"36"	"9 years"	"9"	220916
	"New York"	"36"	"10 years"	"10"	221549
	"New York"	"36"	"11 years"	"11"	222249
	"New York"	"36"	"12 years"	"12"	224944
	"New York"	"36"	"13 years"	"13"	225671
	"New York"	"36"	"14 years"	"14"	226081
	"New York"	"36"	"15 years"	"15"	233776
	"New York"	"36"	"16 years"	"16"	233894
	"New York"	"36"	"17 years"	"17"	232928
	"New York"	"36"	"18 years"	"18"	248332
	"New York"	"36"	"19 years"	"19"	249371
	"New York"	"36"	"20 years"	"20"	250657
	"New York"	"36"	"21 years"	"21"	246244
	"New York"	"36"	"22 years"	"22"	243775
	"New York"	"36"	"23 years"	"23"	249558
	"New York"	"36"	"24 years"	"24"	253398
	"New York"	"36"	"25 years"	"25"	258171
	"New York"	"36"	"26 years"	"26"	261362
	"New York"	"36"	"27 years"	"27"	266469
	"New York"	"36"	"28 years"	"28"	270588
	"New York"	"36"	"29 years"	"29"	276260
	"New York"	"36"	"30 years"	"30"	277669
	"New York"	"36"	"31 years"	"31"	279633
	"New York"	"36"	"32 years"	"32"	284018
	"New York"	"36"	"33 years"	"33"	285312
	"New York"	"36"	"34 years"	"34"	276812
	"New York"	"36"	"35 years"	"35"	271700
	"New York"	"36"	"36 years"	"36"	266543
	"New York"	"36"	"37 years"	"37"	263481
	"New York"	"36"	"38 years"	"38"	260096
	"New York"	"36"	"39 years"	"39"	251396
	"New York"	"36"	"40 years"	"40"	252994
	"New York"	"36"	"41 years"	"41"	250067
	"New York"	"36"	"42 years"	"42"	245378
	"New York"	"36"	"43 years"	"43"	246066
	"New York"	"36"	"44 years"	"44"	237893
	"New York"	"36"	"45 years"	"45"	232274
	"New York"	"36"	"46 years"	"46"	230111
	"New York"	"36"	"47 years"	"47"	224087
	"New York"	"36"	"48 years"	"48"	228419
	"New York"	"36"	"49 years"	"49"	222879
	"New York"	"36"	"50 years"	"50"	225088
	"New York"	"36"	"51 years"	"51"	237180
	"New York"	"36"	"52 years"	"52"	254889
	"New York"	"36"	"53 years"	"53"	256875
	"New York"	"36"	"54 years"	"54"	250371
	"New York"	"36"	"55 years"	"55"	247683
	"New York"	"36"	"56 years"	"56"	249993
	"New York"	"36"	"57 years"	"57"	255620
	"New York"	"36"	"58 years"	"58"	265453
	"New York"	"36"	"59 years"	"59"	269245
	"New York"	"36"	"60 years"	"60"	266286
	"New York"	"36"	"61 years"	"61"	263739
	"New York"	"36"	"62 years"	"62"	262819
	"New York"	"36"	"63 years"	"63"	259067
	"New York"	"36"	"64 years"	"64"	251886
	"New York"	"36"	"65 years"	"65"	247191
	"New York"	"36"	"66 years"	"66"	240318
	"New York"	"36"	"67 years"	"67"	229164
	"New York"	"36"	"68 years"	"68"	223012
	"New York"	"36"	"69 years"	"69"	211717
	"New York"	"36"	"70 years"	"70"	200986
	"New York"	"36"	"71 years"	"71"	193283
	"New York"	"36"	"72 years"	"72"	184895
	"New York"	"36"	"73 years"	"73"	177259
	"New York"	"36"	"74 years"	"74"	170269
	"New York"	"36"	"75 years"	"75"	164675
	"New York"	"36"	"76 years"	"76"	170324
	"New York"	"36"	"77 years"	"77"	122958
	"New York"	"36"	"78 years"	"78"	116772
	"New York"	"36"	"79 years"	"79"	111115
	"New York"	"36"	"80 years"	"80"	110939
	"New York"	"36"	"81 years"	"81"	95309
	"New York"	"36"	"82 years"	"82"	84434
	"New York"	"36"	"83 years"	"83"	76736
	"New York"	"36"	"84 years"	"84"	70098
	"New York"	"36"	"85+ years"	"85+"	432647
"Total"	"New York"	"36"			19571216
	"North Carolina"	"37"	"< 1 year"	"0"	120602
	"North Carolina"	"37"	"1 year"	"1"	123076
	"North Carolina"	"37"	"2 years"	"2"	119646
	"North Carolina"	"37"	"3 years"	"3"	121061
	"North Carolina"	"37"	"4 years"	"4"	122070
	"North Carolina"	"37"	"5 years"	"5"	124879
	"North Carolina"	"37"	"6 years"	"6"	126360
	"North Carolina"	"37"	"7 years"	"7"	128766
	"North Carolina"	"37"	"8 years"	"8"	129902
	"North Carolina"	"37"	"9 years"	"9"	129093
	"North Carolina"	"37"	"10 years"	"10"	128618
	"North Carolina"	"37"	"11 years"	"11"	129359
	"North Carolina"	"37"	"12 years"	"12"	130525
	"North Carolina"	"37"	"13 years"	"13"	135099
	"North Carolina"	"37"	"14 years"	"14"	138949
	"North Carolina"	"37"	"15 years"	"15"	144163
	"North Carolina"	"37"	"16 years"	"16"	143493
	"North Carolina"	"37"	"17 years"	"17"	140962
	"North Carolina"	"37"	"18 years"	"18"	144801
	"North Carolina"	"37"	"19 years"	"19"	150255
	"North Carolina"	"37"	"20 years"	"20"	148118
	"North Carolina"	"37"	"21 years"	"21"	145481
	"North Carolina"	"37"	"22 years"	"22"	146871
	"North Carolina"	"37"	"23 years"	"23"	145024
	"North Carolina"	"37"	"24 years"	"24"	141639
	"North Carolina"	"37"	"25 years"	"25"	140072
	"North Carolina"	"37"	"26 years"	"26"	138498
	"North Carolina"	"37"	"27 years"	"27"	139449
	"North Carolina"	"37"	"28 years"	"28"	142088
	"North Carolina"	"37"	"29 years"	"29"	145770
	"North Carolina"	"37"	"30 years"	"30"	147804
	"North Carolina"	"37"	"31 years"	"31"	150758
	"North Carolina"	"37"	"32 years"	"32"	152709
	"North Carolina"	"37"	"33 years"	"33"	152691
	"North Carolina"	"37"	"34 years"	"34"	147882
	"North Carolina"	"37"	"35 years"	"35"	143795
	"North Carolina"	"37"	"36 years"	"36"	140935
	"North Carolina"	"37"	"37 years"	"37"	140410
	"North Carolina"	"37"	"38 years"	"38"	139290
	"North Carolina"	"37"	"39 years"	"39"	135315
	"North Carolina"	"37"	"40 years"	"40"	138210
	"North Carolina"	"37"	"41 years"	"41"	138246
	"North Carolina"	"37"	"42 years"	"42"	136793
	"North Carolina"	"37"	"43 years"	"43"	137661
	"North Carolina"	"37"	"44 years"	"44"	133473
	"North Carolina"	"37"	"45 years"	"45"	132417
	"North Carolina"	"37"	"46 years"	"46"	131822
	"North Carolina"	"37"	"47 years"	"47"	127391
	"North Carolina"	"37"	"48 years"	"48"	129992
	"North Carolina"	"37"	"49 years"	"49"	128652
	"North Carolina"	"37"	"50 years"	"50"	132069
	"North Carolina"	"37"	"51 years"	"51"	139827
	"North Carolina"	"37"	"52 years"	"52"	148506
	"North Carolina"	"37"	"53 years"	"53"	144688
	"North Carolina"	"37"	"54 years"	"54"	137882
	"North Carolina"	"37"	"55 years"	"55"	134353
	"North Carolina"	"37"	"56 years"	"56"	134213
	"North Carolina"	"37"	"57 years"	"57"	134611
	"North Carolina"	"37"	"58 years"	"58"	138499
	"North Carolina"	"37"	"59 years"	"59"	142165
	"North Carolina"	"37"	"60 years"	"60"	140704
	"North Carolina"	"37"	"61 years"	"61"	140340
	"North Carolina"	"37"	"62 years"	"62"	139259
	"North Carolina"	"37"	"63 years"	"63"	135523
	"North Carolina"	"37"	"64 years"	"64"	133428
	"North Carolina"	"37"	"65 years"	"65"	132120
	"North Carolina"	"37"	"66 years"	"66"	129375
	"North Carolina"	"37"	"67 years"	"67"	123546
	"North Carolina"	"37"	"68 years"	"68"	120349
	"North Carolina"	"37"	"69 years"	"69"	116819
	"North Carolina"	"37"	"70 years"	"70"	111794
	"North Carolina"	"37"	"71 years"	"71"	107665
	"North Carolina"	"37"	"72 years"	"72"	101733
	"North Carolina"	"37"	"73 years"	"73"	96309
	"North Carolina"	"37"	"74 years"	"74"	93749
	"North Carolina"	"37"	"75 years"	"75"	91746
	"North Carolina"	"37"	"76 years"	"76"	96472
	"North Carolina"	"37"	"77 years"	"77"	66563
	"North Carolina"	"37"	"78 years"	"78"	62720
	"North Carolina"	"37"	"79 years"	"79"	59701
	"North Carolina"	"37"	"80 years"	"80"	58871
	"North Carolina"	"37"	"81 years"	"81"	48582
	"North Carolina"	"37"	"82 years"	"82"	42337
	"North Carolina"	"37"	"83 years"	"83"	37392
	"North Carolina"	"37"	"84 years"	"84"	33004
	"North Carolina"	"37"	"85+ years"	"85+"	177642
"Total"	"North Carolina"	"37"			10835491
	"North Dakota"	"38"	"< 1 year"	"0"	9626
	"North Dakota"	"38"	"1 year"	"1"	9763
	"North Dakota"	"38"	"2 years"	"2"	9775
	"North Dakota"	"38"	"3 years"	"3"	10085
	"North Dakota"	"38"	"4 years"	"4"	10058
	"North Dakota"	"38"	"5 years"	"5"	10297
	"North Dakota"	"38"	"6 years"	"6"	10691
	"North Dakota"	"38"	"7 years"	"7"	10899
	"North Dakota"	"38"	"8 years"	"8"	10816
	"North Dakota"	"38"	"9 years"	"9"	10675
	"North Dakota"	"38"	"10 years"	"10"	10463
	"North Dakota"	"38"	"11 years"	"11"	10367
	"North Dakota"	"38"	"12 years"	"12"	10017
	"North Dakota"	"38"	"13 years"	"13"	10111
	"North Dakota"	"38"	"14 years"	"14"	10248
	"North Dakota"	"38"	"15 years"	"15"	10447
	"North Dakota"	"38"	"16 years"	"16"	10314
	"North Dakota"	"38"	"17 years"	"17"	10082
	"North Dakota"	"38"	"18 years"	"18"	10993
	"North Dakota"	"38"	"19 years"	"19"	13907
	"North Dakota"	"38"	"20 years"	"20"	12587
	"North Dakota"	"38"	"21 years"	"21"	12492
	"North Dakota"	"38"	"22 years"	"22"	13202
	"North Dakota"	"38"	"23 years"	"23"	12634
	"North Dakota"	"38"	"24 years"	"24"	11751
	"North Dakota"	"38"	"25 years"	"25"	11261
	"North Dakota"	"38"	"26 years"	"26"	10655
	"North Dakota"	"38"	"27 years"	"27"	10406
	"North Dakota"	"38"	"28 years"	"28"	10530
	"North Dakota"	"38"	"29 years"	"29"	10764
	"North Dakota"	"38"	"30 years"	"30"	10973
	"North Dakota"	"38"	"31 years"	"31"	11278
	"North Dakota"	"38"	"32 years"	"32"	11370
	"North Dakota"	"38"	"33 years"	"33"	11357
	"North Dakota"	"38"	"34 years"	"34"	10919
	"North Dakota"	"38"	"35 years"	"35"	10678
	"North Dakota"	"38"	"36 years"	"36"	10528
	"North Dakota"	"38"	"37 years"	"37"	10648
	"North Dakota"	"38"	"38 years"	"38"	10771
	"North Dakota"	"38"	"39 years"	"39"	10447
	"North Dakota"	"38"	"40 years"	"40"	10537
	"North Dakota"	"38"	"41 years"	"41"	10317
	"North Dakota"	"38"	"42 years"	"42"	10021
	"North Dakota"	"38"	"43 years"	"43"	9609
	"North Dakota"	"38"	"44 years"	"44"	9052
	"North Dakota"	"38"	"45 years"	"45"	8659
	"North Dakota"	"38"	"46 years"	"46"	8291
	"North Dakota"	"38"	"47 years"	"47"	7782
	"North Dakota"	"38"	"48 years"	"48"	7867
	"North Dakota"	"38"	"49 years"	"49"	7531
	"North Dakota"	"38"	"50 years"	"50"	7472
	"North Dakota"	"38"	"51 years"	"51"	7714
	"North Dakota"	"38"	"52 years"	"52"	7988
	"North Dakota"	"38"	"53 years"	"53"	7961
	"North Dakota"	"38"	"54 years"	"54"	7872
	"North Dakota"	"38"	"55 years"	"55"	7701
	"North Dakota"	"38"	"56 years"	"56"	7775
	"North Dakota"	"38"	"57 years"	"57"	7950
	"North Dakota"	"38"	"58 years"	"58"	8344
	"North Dakota"	"38"	"59 years"	"59"	8826
	"North Dakota"	"38"	"60 years"	"60"	9031
	"North Dakota"	"38"	"61 years"	"61"	9354
	"North Dakota"	"38"	"62 years"	"62"	9411
	"North Dakota"	"38"	"63 years"	"63"	9356
	"North Dakota"	"38"	"64 years"	"64"	9304
	"North Dakota"	"38"	"65 years"	"65"	9298
	"North Dakota"	"38"	"66 years"	"66"	9003
	"North Dakota"	"38"	"67 years"	"67"	8641
	"North Dakota"	"38"	"68 years"	"68"	8463
	"North Dakota"	"38"	"69 years"	"69"	8091
	"North Dakota"	"38"	"70 years"	"70"	7685
	"North Dakota"	"38"	"71 years"	"71"	7396
	"North Dakota"	"38"	"72 years"	"72"	6754
	"North Dakota"	"38"	"73 years"	"73"	6296
	"North Dakota"	"38"	"74 years"	"74"	5898
	"North Dakota"	"38"	"75 years"	"75"	5621
	"North Dakota"	"38"	"76 years"	"76"	5839
	"North Dakota"	"38"	"77 years"	"77"	4045
	"North Dakota"	"38"	"78 years"	"78"	3976
	"North Dakota"	"38"	"79 years"	"79"	3794
	"North Dakota"	"38"	"80 years"	"80"	3813
	"North Dakota"	"38"	"81 years"	"81"	3216
	"North Dakota"	"38"	"82 years"	"82"	2866
	"North Dakota"	"38"	"83 years"	"83"	2633
	"North Dakota"	"38"	"84 years"	"84"	2453
	"North Dakota"	"38"	"85+ years"	"85+"	17535
"Total"	"North Dakota"	"38"			783926
	"Ohio"	"39"	"< 1 year"	"0"	128059
	"Ohio"	"39"	"1 year"	"1"	129457
	"Ohio"	"39"	"2 years"	"2"	129285
	"Ohio"	"39"	"3 years"	"3"	134972
	"Ohio"	"39"	"4 years"	"4"	136920
	"Ohio"	"39"	"5 years"	"5"	140262
	"Ohio"	"39"	"6 years"	"6"	141417
	"Ohio"	"39"	"7 years"	"7"	144326
	"Ohio"	"39"	"8 years"	"8"	145591
	"Ohio"	"39"	"9 years"	"9"	145496
	"Ohio"	"39"	"10 years"	"10"	145128
	"Ohio"	"39"	"11 years"	"11"	144045
	"Ohio"	"39"	"12 years"	"12"	144151
	"Ohio"	"39"	"13 years"	"13"	147684
	"Ohio"	"39"	"14 years"	"14"	151942
	"Ohio"	"39"	"15 years"	"15"	156828
	"Ohio"	"39"	"16 years"	"16"	157042
	"Ohio"	"39"	"17 years"	"17"	155649
	"Ohio"	"39"	"18 years"	"18"	148320
	"Ohio"	"39"	"19 years"	"19"	150234
	"Ohio"	"39"	"20 years"	"20"	146830
	"Ohio"	"39"	"21 years"	"21"	146578
	"Ohio"	"39"	"22 years"	"22"	151129
	"Ohio"	"39"	"23 years"	"23"	151854
	"Ohio"	"39"	"24 years"	"24"	149866
	"Ohio"	"39"	"25 years"	"25"	149256
	"Ohio"	"39"	"26 years"	"26"	148556
	"Ohio"	"39"	"27 years"	"27"	149426
	"Ohio"	"39"	"28 years"	"28"	151522
	"Ohio"	"39"	"29 years"	"29"	154051
	"Ohio"	"39"	"30 years"	"30"	156896
	"Ohio"	"39"	"31 years"	"31"	160408
	"Ohio"	"39"	"32 years"	"32"	162042
	"Ohio"	"39"	"33 years"	"33"	162031
	"Ohio"	"39"	"34 years"	"34"	158075
	"Ohio"	"39"	"35 years"	"35"	153137
	"Ohio"	"39"	"36 years"	"36"	150636
	"Ohio"	"39"	"37 years"	"37"	150834
	"Ohio"	"39"	"38 years"	"38"	149906
	"Ohio"	"39"	"39 years"	"39"	145584
	"Ohio"	"39"	"40 years"	"40"	147746
	"Ohio"	"39"	"41 years"	"41"	148991
	"Ohio"	"39"	"42 years"	"42"	147982
	"Ohio"	"39"	"43 years"	"43"	147574
	"Ohio"	"39"	"44 years"	"44"	142253
	"Ohio"	"39"	"45 years"	"45"	138131
	"Ohio"	"39"	"46 years"	"46"	136018
	"Ohio"	"39"	"47 years"	"47"	130979
	"Ohio"	"39"	"48 years"	"48"	133444
	"Ohio"	"39"	"49 years"	"49"	131094
	"Ohio"	"39"	"50 years"	"50"	133996
	"Ohio"	"39"	"51 years"	"51"	143401
	"Ohio"	"39"	"52 years"	"52"	154444
	"Ohio"	"39"	"53 years"	"53"	150854
	"Ohio"	"39"	"54 years"	"54"	144823
	"Ohio"	"39"	"55 years"	"55"	141374
	"Ohio"	"39"	"56 years"	"56"	143085
	"Ohio"	"39"	"57 years"	"57"	144934
	"Ohio"	"39"	"58 years"	"58"	150849
	"Ohio"	"39"	"59 years"	"59"	155263
	"Ohio"	"39"	"60 years"	"60"	155765
	"Ohio"	"39"	"61 years"	"61"	157777
	"Ohio"	"39"	"62 years"	"62"	159326
	"Ohio"	"39"	"63 years"	"63"	155800
	"Ohio"	"39"	"64 years"	"64"	155657
	"Ohio"	"39"	"65 years"	"65"	156005
	"Ohio"	"39"	"66 years"	"66"	152879
	"Ohio"	"39"	"67 years"	"67"	144668
	"Ohio"	"39"	"68 years"	"68"	140806
	"Ohio"	"39"	"69 years"	"69"	134892
	"Ohio"	"39"	"70 years"	"70"	128314
	"Ohio"	"39"	"71 years"	"71"	123710
	"Ohio"	"39"	"72 years"	"72"	116794
	"Ohio"	"39"	"73 years"	"73"	109455
	"Ohio"	"39"	"74 years"	"74"	106296
	"Ohio"	"39"	"75 years"	"75"	102719
	"Ohio"	"39"	"76 years"	"76"	108326
	"Ohio"	"39"	"77 years"	"77"	71932
	"Ohio"	"39"	"78 years"	"78"	66334
	"Ohio"	"39"	"79 years"	"79"	63949
	"Ohio"	"39"	"80 years"	"80"	65992
	"Ohio"	"39"	"81 years"	"81"	56354
	"Ohio"	"39"	"82 years"	"82"	49464
	"Ohio"	"39"	"83 years"	"83"	43830
	"Ohio"	"39"	"84 years"	"84"	39683
	"Ohio"	"39"	"85+ years"	"85+"	226548
"Total"	"Ohio"	"39"			11785935
	"Oklahoma"	"40"	"< 1 year"	"0"	47714
	"Oklahoma"	"40"	"1 year"	"1"	48302
	"Oklahoma"	"40"	"2 years"	"2"	48091
	"Oklahoma"	"40"	"3 years"	"3"	49622
	"Oklahoma"	"40"	"4 years"	"4"	50548
	"Oklahoma"	"40"	"5 years"	"5"	51880
	"Oklahoma"	"40"	"6 years"	"6"	53256
	"Oklahoma"	"40"	"7 years"	"7"	54670
	"Oklahoma"	"40"	"8 years"	"8"	54982
	"Oklahoma"	"40"	"9 years"	"9"	55313
	"Oklahoma"	"40"	"10 years"	"10"	55157
	"Oklahoma"	"40"	"11 years"	"11"	54939
	"Oklahoma"	"40"	"12 years"	"12"	55034
	"Oklahoma"	"40"	"13 years"	"13"	56005
	"Oklahoma"	"40"	"14 years"	"14"	56985
	"Oklahoma"	"40"	"15 years"	"15"	58868
	"Oklahoma"	"40"	"16 years"	"16"	58428
	"Oklahoma"	"40"	"17 years"	"17"	56813
	"Oklahoma"	"40"	"18 years"	"18"	54482
	"Oklahoma"	"40"	"19 years"	"19"	56948
	"Oklahoma"	"40"	"20 years"	"20"	57268
	"Oklahoma"	"40"	"21 years"	"21"	56820
	"Oklahoma"	"40"	"22 years"	"22"	58134
	"Oklahoma"	"40"	"23 years"	"23"	57611
	"Oklahoma"	"40"	"24 years"	"24"	56494
	"Oklahoma"	"40"	"25 years"	"25"	55034
	"Oklahoma"	"40"	"26 years"	"26"	53545
	"Oklahoma"	"40"	"27 years"	"27"	52529
	"Oklahoma"	"40"	"28 years"	"28"	53105
	"Oklahoma"	"40"	"29 years"	"29"	53706
	"Oklahoma"	"40"	"30 years"	"30"	54643
	"Oklahoma"	"40"	"31 years"	"31"	56683
	"Oklahoma"	"40"	"32 years"	"32"	56956
	"Oklahoma"	"40"	"33 years"	"33"	56375
	"Oklahoma"	"40"	"34 years"	"34"	54508
	"Oklahoma"	"40"	"35 years"	"35"	53259
	"Oklahoma"	"40"	"36 years"	"36"	52816
	"Oklahoma"	"40"	"37 years"	"37"	53892
	"Oklahoma"	"40"	"38 years"	"38"	54511
	"Oklahoma"	"40"	"39 years"	"39"	54261
	"Oklahoma"	"40"	"40 years"	"40"	55358
	"Oklahoma"	"40"	"41 years"	"41"	54896
	"Oklahoma"	"40"	"42 years"	"42"	53536
	"Oklahoma"	"40"	"43 years"	"43"	52999
	"Oklahoma"	"40"	"44 years"	"44"	50044
	"Oklahoma"	"40"	"45 years"	"45"	47971
	"Oklahoma"	"40"	"46 years"	"46"	47207
	"Oklahoma"	"40"	"47 years"	"47"	45548
	"Oklahoma"	"40"	"48 years"	"48"	45912
	"Oklahoma"	"40"	"49 years"	"49"	44146
	"Oklahoma"	"40"	"50 years"	"50"	44707
	"Oklahoma"	"40"	"51 years"	"51"	46365
	"Oklahoma"	"40"	"52 years"	"52"	48811
	"Oklahoma"	"40"	"53 years"	"53"	47362
	"Oklahoma"	"40"	"54 years"	"54"	45082
	"Oklahoma"	"40"	"55 years"	"55"	43160
	"Oklahoma"	"40"	"56 years"	"56"	43109
	"Oklahoma"	"40"	"57 years"	"57"	43938
	"Oklahoma"	"40"	"58 years"	"58"	46398
	"Oklahoma"	"40"	"59 years"	"59"	48177
	"Oklahoma"	"40"	"60 years"	"60"	49394
	"Oklahoma"	"40"	"61 years"	"61"	49873
	"Oklahoma"	"40"	"62 years"	"62"	49654
	"Oklahoma"	"40"	"63 years"	"63"	48840
	"Oklahoma"	"40"	"64 years"	"64"	47512
	"Oklahoma"	"40"	"65 years"	"65"	46960
	"Oklahoma"	"40"	"66 years"	"66"	46110
	"Oklahoma"	"40"	"67 years"	"67"	44128
	"Oklahoma"	"40"	"68 years"	"68"	42935
	"Oklahoma"	"40"	"69 years"	"69"	41359
	"Oklahoma"	"40"	"70 years"	"70"	39347
	"Oklahoma"	"40"	"71 years"	"71"	37172
	"Oklahoma"	"40"	"72 years"	"72"	35069
	"Oklahoma"	"40"	"73 years"	"73"	32931
	"Oklahoma"	"40"	"74 years"	"74"	31828
	"Oklahoma"	"40"	"75 years"	"75"	30802
	"Oklahoma"	"40"	"76 years"	"76"	32466
	"Oklahoma"	"40"	"77 years"	"77"	22381
	"Oklahoma"	"40"	"78 years"	"78"	21965
	"Oklahoma"	"40"	"79 years"	"79"	21349
	"Oklahoma"	"40"	"80 years"	"80"	20601
	"Oklahoma"	"40"	"81 years"	"81"	17180
	"Oklahoma"	"40"	"82 years"	"82"	15321
	"Oklahoma"	"40"	"83 years"	"83"	13855
	"Oklahoma"	"40"	"84 years"	"84"	12527
	"Oklahoma"	"40"	"85+ years"	"85+"	67352
"Total"	"Oklahoma"	"40"			4053824
	"Oregon"	"41"	"< 1 year"	"0"	38904
	"Oregon"	"41"	"1 year"	"1"	40658
	"Oregon"	"41"	"2 years"	"2"	39367
	"Oregon"	"41"	"3 years"	"3"	41506
	"Oregon"	"41"	"4 years"	"4"	41897
	"Oregon"	"41"	"5 years"	"5"	43343
	"Oregon"	"41"	"6 years"	"6"	44859
	"Oregon"	"41"	"7 years"	"7"	46764
	"Oregon"	"41"	"8 years"	"8"	47494
	"Oregon"	"41"	"9 years"	"9"	47660
	"Oregon"	"41"	"10 years"	"10"	47383
	"Oregon"	"41"	"11 years"	"11"	47807
	"Oregon"	"41"	"12 years"	"12"	48150
	"Oregon"	"41"	"13 years"	"13"	49375
	"Oregon"	"41"	"14 years"	"14"	50437
	"Oregon"	"41"	"15 years"	"15"	52576
	"Oregon"	"41"	"16 years"	"16"	52324
	"Oregon"	"41"	"17 years"	"17"	51326
	"Oregon"	"41"	"18 years"	"18"	49616
	"Oregon"	"41"	"19 years"	"19"	49169
	"Oregon"	"41"	"20 years"	"20"	49869
	"Oregon"	"41"	"21 years"	"21"	50518
	"Oregon"	"41"	"22 years"	"22"	52407
	"Oregon"	"41"	"23 years"	"23"	53222
	"Oregon"	"41"	"24 years"	"24"	52967
	"Oregon"	"41"	"25 years"	"25"	53680
	"Oregon"	"41"	"26 years"	"26"	54575
	"Oregon"	"41"	"27 years"	"27"	55419
	"Oregon"	"41"	"28 years"	"28"	56782
	"Oregon"	"41"	"29 years"	"29"	58029
	"Oregon"	"41"	"30 years"	"30"	59614
	"Oregon"	"41"	"31 years"	"31"	61817
	"Oregon"	"41"	"32 years"	"32"	63779
	"Oregon"	"41"	"33 years"	"33"	63982
	"Oregon"	"41"	"34 years"	"34"	61715
	"Oregon"	"41"	"35 years"	"35"	60656
	"Oregon"	"41"	"36 years"	"36"	59993
	"Oregon"	"41"	"37 years"	"37"	60189
	"Oregon"	"41"	"38 years"	"38"	60412
	"Oregon"	"41"	"39 years"	"39"	59251
	"Oregon"	"41"	"40 years"	"40"	60600
	"Oregon"	"41"	"41 years"	"41"	60347
	"Oregon"	"41"	"42 years"	"42"	59603
	"Oregon"	"41"	"43 years"	"43"	58892
	"Oregon"	"41"	"44 years"	"44"	56491
	"Oregon"	"41"	"45 years"	"45"	55121
	"Oregon"	"41"	"46 years"	"46"	54141
	"Oregon"	"41"	"47 years"	"47"	51943
	"Oregon"	"41"	"48 years"	"48"	51703
	"Oregon"	"41"	"49 years"	"49"	49962
	"Oregon"	"41"	"50 years"	"50"	49486
	"Oregon"	"41"	"51 years"	"51"	51188
	"Oregon"	"41"	"52 years"	"52"	54612
	"Oregon"	"41"	"53 years"	"53"	53728
	"Oregon"	"41"	"54 years"	"54"	51415
	"Oregon"	"41"	"55 years"	"55"	48658
	"Oregon"	"41"	"56 years"	"56"	47953
	"Oregon"	"41"	"57 years"	"57"	47994
	"Oregon"	"41"	"58 years"	"58"	49160
	"Oregon"	"41"	"59 years"	"59"	50474
	"Oregon"	"41"	"60 years"	"60"	51395
	"Oregon"	"41"	"61 years"	"61"	52211
	"Oregon"	"41"	"62 years"	"62"	53173
	"Oregon"	"41"	"63 years"	"63"	52438
	"Oregon"	"41"	"64 years"	"64"	51905
	"Oregon"	"41"	"65 years"	"65"	52652
	"Oregon"	"41"	"66 years"	"66"	52888
	"Oregon"	"41"	"67 years"	"67"	51553
	"Oregon"	"41"	"68 years"	"68"	51523
	"Oregon"	"41"	"69 years"	"69"	51443
	"Oregon"	"41"	"70 years"	"70"	50473
	"Oregon"	"41"	"71 years"	"71"	48686
	"Oregon"	"41"	"72 years"	"72"	46079
	"Oregon"	"41"	"73 years"	"73"	43537
	"Oregon"	"41"	"74 years"	"74"	42108
	"Oregon"	"41"	"75 years"	"75"	40583
	"Oregon"	"41"	"76 years"	"76"	42567
	"Oregon"	"41"	"77 years"	"77"	28900
	"Oregon"	"41"	"78 years"	"78"	27510
	"Oregon"	"41"	"79 years"	"79"	26257
	"Oregon"	"41"	"80 years"	"80"	25689
	"Oregon"	"41"	"81 years"	"81"	20976
	"Oregon"	"41"	"82 years"	"82"	18288
	"Oregon"	"41"	"83 years"	"83"	16231
	"Oregon"	"41"	"84 years"	"84"	14323
	"Oregon"	"41"	"85+ years"	"85+"	77008
